age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,income,region,net_capital,has_capital_activity,employment_type
26,Private,313473,College,Never Married,Other Service,Not-in-family,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
31,Private,209529,11th Grade,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
24,Private,214956,11th Grade,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
31,Private,557853,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,5013,0,32,<=50K,US & Canada,5013,1,Part_time
49,Private,78529,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
37,Private,446390,College,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
43,Local Government,256253,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,55,>50K,US & Canada,0,0,Overtime
31,Private,61898,College,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
34,Private,181152,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,Black,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
34,Private,90409,College,Never Married,Other Service,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
35,Self-Employed (Incorporated),237713,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
29,Private,176727,College,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
26,Private,285367,Associate's Degree (Vocational),Never Married,Administrative / Clerical,Own-child,White,Male,4416,0,28,<=50K,US & Canada,4416,1,Part_time
36,Private,135293,Master's Degree,Separated,Executive / Managerial,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
39,,105044,High School Graduate,Married (Civilian Spouse),,Married,White,Male,7298,0,40,>50K,US & Canada,7298,1,Full_time
48,State Government,98010,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,16,>50K,US & Canada,0,0,Part_time
56,Private,162301,High School Graduate,Widowed,Administrative / Clerical,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
65,Self-Employed (Incorporated),103824,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
28,Private,115677,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,7688,0,40,>50K,US & Canada,7688,1,Full_time
48,Local Government,319079,Bachelor's Degree,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
64,Private,134912,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,12,<=50K,US & Canada,0,0,Part_time
31,Private,35985,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
44,Private,245317,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Private,35743,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
54,Private,231004,College,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,37,<=50K,US & Canada,0,0,Full_time
51,Private,237295,College,Divorced,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,43311,5th to 6th Grade,Married (Civilian Spouse),Other Service,Married,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
18,Private,154583,11th Grade,Never Married,Sales,Own-child,White,Female,0,0,16,<=50K,US & Canada,0,0,Part_time
64,Private,278515,High School Graduate,Divorced,Administrative / Clerical,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,266062,College,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
36,Self-Employed (Not Incorporated),172425,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,25,>50K,US & Canada,0,0,Part_time
46,Self-Employed (Not Incorporated),102388,Associate's Degree (Academic),Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
48,Private,195554,College,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,7298,0,40,>50K,US & Canada,7298,1,Full_time
32,Private,265368,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,1902,44,>50K,US & Canada,-1902,1,Full_time
19,Private,100669,Associate's Degree (Vocational),Never Married,Craft / Repair,Own-child,Asian-Pac-Islander,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
45,Private,233511,Associate's Degree (Academic),Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
42,Self-Employed (Incorporated),223566,Professional School,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,15,<=50K,US & Canada,0,0,Part_time
22,Private,95552,High School Graduate,Never Married,Machine Operator / Inspector,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Private,159676,High School Graduate,Divorced,Transport / Moving,Other-relative,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
19,,80978,High School Graduate,Never Married,,Own-child,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
48,Private,70584,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,153475,11th Grade,Divorced,Machine Operator / Inspector,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Self-Employed (Not Incorporated),104489,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
54,Private,146325,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
39,Self-Employed (Not Incorporated),246900,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
35,Private,187589,Associate's Degree (Vocational),Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Self-Employed (Not Incorporated),65535,Bachelor's Degree,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
50,Private,38540,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Private,191389,5th to 6th Grade,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,Europe & Central Asia,0,0,Full_time
19,Private,231492,High School Graduate,Never Married,Machine Operator / Inspector,Own-child,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
32,Private,130007,10th Grade,Divorced,Sales,Own-child,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
64,Self-Employed (Incorporated),487751,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
33,Private,52240,College,Never Married,Sales,Not-in-family,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
65,Self-Employed (Not Incorporated),172906,Associate's Degree (Academic),Widowed,Professional Specialty,Not-in-family,White,Female,0,0,50,>50K,US & Canada,0,0,Overtime
47,Private,158685,12th Grade,Divorced,Other Service,Not-in-family,White,Female,0,0,48,<=50K,US & Canada,0,0,Overtime
33,Private,307693,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,Black,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
40,Private,202922,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
61,Local Government,119563,High School Graduate,"Married, Spouse Absent",Other Service,Not-in-family,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
30,Private,161444,Associate's Degree (Vocational),Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
27,Private,82242,Bachelor's Degree,Never Married,Executive / Managerial,Other-relative,White,Male,0,0,45,<=50K,Europe & Central Asia,0,0,Full_time
68,Private,357233,High School Graduate,Widowed,Handlers / Cleaners,Other-relative,White,Female,0,0,10,<=50K,US & Canada,0,0,Part_time
31,Private,177596,College,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
27,Private,209085,High School Graduate,Never Married,Sales,Other-relative,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
35,Private,241306,College,Never Married,Sales,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
32,Private,19447,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
48,Private,195104,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
22,Private,109456,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,32,<=50K,US & Canada,0,0,Part_time
68,Private,34887,High School Graduate,Widowed,Private House Service,Not-in-family,White,Female,0,0,6,<=50K,US & Canada,0,0,Part_time
55,Private,202435,Bachelor's Degree,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,191821,College,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,32,<=50K,US & Canada,0,0,Part_time
49,Self-Employed (Not Incorporated),228372,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,1977,60,>50K,US & Canada,-1977,1,Overtime
37,Private,78374,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,Asian-Pac-Islander,Female,0,0,38,<=50K,East Asia & Pacific,0,0,Full_time
58,Private,129786,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,410439,High School Graduate,Divorced,Professional Specialty,Own-child,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
35,Self-Employed (Incorporated),152307,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,1485,40,<=50K,US & Canada,-1485,1,Full_time
42,Private,33895,Bachelor's Degree,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
20,Private,178390,College,Never Married,Other Service,Own-child,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
63,Private,114011,11th Grade,Divorced,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,157839,Associate's Degree (Academic),Never Married,Professional Specialty,Not-in-family,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
30,Federal Government,97355,College,Separated,Professional Specialty,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,369781,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,15024,0,45,>50K,US & Canada,15024,1,Full_time
22,Private,225515,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Private,138513,College,Never Married,Executive / Managerial,Own-child,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
72,Self-Employed (Not Incorporated),138248,11th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
28,Self-Employed (Not Incorporated),149141,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
36,Federal Government,233955,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Federal Government,150533,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,1977,40,>50K,US & Canada,-1977,1,Full_time
53,Private,233369,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
22,Private,188779,College,Never Married,Sales,Own-child,Black,Female,0,0,16,<=50K,US & Canada,0,0,Part_time
53,Private,287927,High School Graduate,Divorced,Sales,Not-in-family,White,Female,0,0,60,<=50K,Europe & Central Asia,0,0,Overtime
20,,96483,College,Never Married,,Own-child,Asian-Pac-Islander,Female,0,0,8,<=50K,US & Canada,0,0,Part_time
39,Private,165215,Bachelor's Degree,Never Married,Sales,Not-in-family,White,Female,0,0,15,<=50K,Europe & Central Asia,0,0,Part_time
32,Private,107142,Associate's Degree (Vocational),Married (Civilian Spouse),Craft / Repair,Married,White,Male,5013,0,50,<=50K,US & Canada,5013,1,Overtime
48,Private,82008,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
25,Private,116044,High School Graduate,Never Married,Technical Support,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
58,Private,160101,High School Graduate,Divorced,Administrative / Clerical,Not-in-family,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
41,Private,356934,College,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
36,Private,204527,High School Graduate,Never Married,Craft / Repair,Unmarried,White,Male,1506,0,40,<=50K,US & Canada,1506,1,Full_time
36,Private,276276,College,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,110408,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
37,Private,187022,Bachelor's Degree,Never Married,Administrative / Clerical,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
35,Private,117528,Bachelor's Degree,Never Married,Technical Support,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Private,180439,College,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,33,<=50K,US & Canada,0,0,Part_time
47,Private,185870,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
21,Private,290504,College,Never Married,Other Service,Unmarried,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,162264,High School Graduate,Never Married,Machine Operator / Inspector,Not-in-family,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,253716,High School Graduate,Divorced,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,State Government,190525,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
29,Private,283227,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Private,375221,11th Grade,Never Married,Transport / Moving,Not-in-family,Black,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
30,Private,194971,High School Graduate,Married (Civilian Spouse),Other Service,Married,Asian-Pac-Islander,Male,0,0,52,<=50K,East Asia & Pacific,0,0,Overtime
30,Private,198091,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,44,<=50K,US & Canada,0,0,Full_time
30,Private,224462,11th Grade,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
38,Private,198751,High School Graduate,Divorced,Handlers / Cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
27,Private,221166,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
54,Local Government,277777,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,3103,0,40,>50K,US & Canada,3103,1,Full_time
32,Local Government,247156,High School Graduate,Married (Civilian Spouse),Other Service,Married,Black,Male,3103,0,38,>50K,US & Canada,3103,1,Full_time
23,Private,61777,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,2580,0,40,<=50K,US & Canada,2580,1,Full_time
62,Private,67928,1st to 4th Grade,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
20,Private,204596,College,Never Married,Sales,Own-child,White,Female,0,0,32,<=50K,US & Canada,0,0,Part_time
23,Private,27881,College,Never Married,Farming / Fishing,Not-in-family,White,Male,0,0,66,<=50K,US & Canada,0,0,Overtime
48,Private,332884,Associate's Degree (Academic),Divorced,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
60,Private,178551,College,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,26,<=50K,US & Canada,0,0,Part_time
22,Private,215917,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
56,Private,284701,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
63,Private,286990,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
73,Private,366204,7th to 8th Grade,Widowed,Private House Service,Unmarried,Black,Female,1264,0,10,<=50K,US & Canada,1264,1,Part_time
22,Private,163519,Bachelor's Degree,Never Married,Sales,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
51,Private,123780,High School Graduate,Divorced,Machine Operator / Inspector,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
39,Private,108140,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Federal Government,469263,High School Graduate,Divorced,Craft / Repair,Unmarried,Black,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
52,Private,216558,College,Separated,Craft / Repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
46,Private,149218,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
32,Private,113453,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,24,>50K,US & Canada,0,0,Part_time
46,Private,23545,High School Graduate,Divorced,Protective Service,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Private,409443,5th to 6th Grade,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,25,<=50K,Latin America & Caribbean,0,0,Part_time
29,Local Government,152744,Master's Degree,Never Married,Professional Specialty,Other-relative,Asian-Pac-Islander,Female,1506,0,40,<=50K,US & Canada,1506,1,Full_time
33,Private,166543,7th to 8th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,224217,11th Grade,Never Married,Transport / Moving,Not-in-family,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
41,State Government,244522,High School Graduate,Divorced,Protective Service,Unmarried,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
50,Private,148121,College,Widowed,Executive / Managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
69,Private,295425,Associate's Degree (Academic),Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,24,<=50K,US & Canada,0,0,Part_time
30,Self-Employed (Not Incorporated),255424,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
21,Private,97214,High School Graduate,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
29,Local Government,158703,College,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
43,,478972,High School Graduate,Married (Civilian Spouse),,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
44,Private,180383,College,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
33,Private,159123,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
51,Private,231230,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
25,Private,134232,Bachelor's Degree,Never Married,Other Service,Own-child,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
23,Private,90729,11th Grade,Never Married,Machine Operator / Inspector,Unmarried,Other,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Private,275338,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
23,Private,410446,High School Graduate,Never Married,Craft / Repair,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,120475,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
39,Federal Government,127048,College,Never Married,Executive / Managerial,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
60,State Government,113544,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
34,Self-Employed (Incorporated),233727,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
62,Self-Employed (Not Incorporated),210064,College,Widowed,Professional Specialty,Unmarried,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
53,Private,77462,College,Separated,Professional Specialty,Not-in-family,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
25,Private,108001,College,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
36,Private,379522,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,15024,0,40,>50K,US & Canada,15024,1,Full_time
29,State Government,51461,Associate's Degree (Academic),Never Married,Technical Support,Not-in-family,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
31,Private,147270,College,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
44,Private,118212,10th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,189792,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
38,Private,248445,5th to 6th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
39,Private,218490,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,15024,0,60,>50K,US & Canada,15024,1,Overtime
22,,379883,College,Never Married,,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Self-Employed (Incorporated),312232,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,55,>50K,US & Canada,0,0,Overtime
47,Private,234470,Associate's Degree (Academic),Widowed,Administrative / Clerical,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
19,Private,389942,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,79483,High School Graduate,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
39,Private,389279,Associate's Degree (Vocational),Divorced,Executive / Managerial,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Self-Employed (Not Incorporated),107581,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
38,Private,176458,High School Graduate,Divorced,Other Service,Unmarried,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
19,Private,70505,College,Never Married,Other Service,Not-in-family,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
51,Local Government,259646,Master's Degree,Divorced,Executive / Managerial,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,235743,Associate's Degree (Academic),Divorced,Executive / Managerial,Unmarried,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
35,Private,177449,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,1887,52,>50K,US & Canada,-1887,1,Overtime
28,Private,103432,High School Graduate,Never Married,Transport / Moving,Own-child,White,Male,0,0,45,>50K,Europe & Central Asia,0,0,Full_time
47,Private,347088,5th to 6th Grade,Separated,Other Service,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
51,Self-Employed (Not Incorporated),275924,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,99999,0,50,>50K,Latin America & Caribbean,99999,1,Overtime
34,Private,162113,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,48,>50K,US & Canada,0,0,Overtime
17,Private,147497,5th to 6th Grade,Never Married,Sales,Own-child,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
33,Self-Employed (Not Incorporated),37232,Associate's Degree (Vocational),Divorced,Craft / Repair,Not-in-family,White,Male,10520,0,80,>50K,US & Canada,10520,1,Overtime
33,Private,441949,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,24,<=50K,US & Canada,0,0,Part_time
30,Private,285855,9th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,103123,Bachelor's Degree,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
46,Private,207076,Master's Degree,Never Married,Administrative / Clerical,Not-in-family,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
38,Self-Employed (Not Incorporated),36270,High School Graduate,"Married, Spouse Absent",Farming / Fishing,Unmarried,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
43,Private,206927,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,15024,0,50,>50K,US & Canada,15024,1,Overtime
32,Private,236415,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,108035,High School Graduate,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Private,225395,College,Never Married,Professional Specialty,Own-child,White,Female,0,0,24,<=50K,US & Canada,0,0,Part_time
28,State Government,140239,High School Graduate,Separated,Other Service,Own-child,White,Female,0,0,11,<=50K,US & Canada,0,0,Part_time
36,Private,338033,College,Divorced,Sales,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
55,Private,314164,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
56,Private,337065,7th to 8th Grade,Divorced,Farming / Fishing,Other-relative,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
33,State Government,340899,Doctorate/PhD,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
49,Private,102096,9th Grade,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,3781,0,40,<=50K,US & Canada,3781,1,Full_time
47,Private,31141,Master's Degree,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
